pathway	ID
map00130:Ubiquinone and other terpenoid-quinone biosynthesis	C05427
map00130:Ubiquinone and other terpenoid-quinone biosynthesis	C05807
map00130:Ubiquinone and other terpenoid-quinone biosynthesis	C05817
map00130:Ubiquinone and other terpenoid-quinone biosynthesis	C05819
map00130:Ubiquinone and other terpenoid-quinone biosynthesis	C05847
map00130:Ubiquinone and other terpenoid-quinone biosynthesis	C05848
map00130:Ubiquinone and other terpenoid-quinone biosynthesis	C05849
map00130:Ubiquinone and other terpenoid-quinone biosynthesis	C06986
map00130:Ubiquinone and other terpenoid-quinone biosynthesis	C10793
map00130:Ubiquinone and other terpenoid-quinone biosynthesis	C13309
map00130:Ubiquinone and other terpenoid-quinone biosynthesis	C14151
map00130:Ubiquinone and other terpenoid-quinone biosynthesis	C14152
map00130:Ubiquinone and other terpenoid-quinone biosynthesis	C14153
map00130:Ubiquinone and other terpenoid-quinone biosynthesis	C14154
map00130:Ubiquinone and other terpenoid-quinone biosynthesis	C14155
map00130:Ubiquinone and other terpenoid-quinone biosynthesis	C14156
map00130:Ubiquinone and other terpenoid-quinone biosynthesis	C15547
map00130:Ubiquinone and other terpenoid-quinone biosynthesis	C15882
map00130:Ubiquinone and other terpenoid-quinone biosynthesis	C15883
map00130:Ubiquinone and other terpenoid-quinone biosynthesis	C16519
map00130:Ubiquinone and other terpenoid-quinone biosynthesis	C16695
map00130:Ubiquinone and other terpenoid-quinone biosynthesis	C16999
map00130:Ubiquinone and other terpenoid-quinone biosynthesis	C17010
map00130:Ubiquinone and other terpenoid-quinone biosynthesis	C17017
map00130:Ubiquinone and other terpenoid-quinone biosynthesis	C17018
map00130:Ubiquinone and other terpenoid-quinone biosynthesis	C17412
map00130:Ubiquinone and other terpenoid-quinone biosynthesis	C17551
map00130:Ubiquinone and other terpenoid-quinone biosynthesis	C17552
map00130:Ubiquinone and other terpenoid-quinone biosynthesis	C17554
map00130:Ubiquinone and other terpenoid-quinone biosynthesis	C17559
map00130:Ubiquinone and other terpenoid-quinone biosynthesis	C17570
map00130:Ubiquinone and other terpenoid-quinone biosynthesis	C18131
map00130:Ubiquinone and other terpenoid-quinone biosynthesis	C18132
map00130:Ubiquinone and other terpenoid-quinone biosynthesis	C18133
map00130:Ubiquinone and other terpenoid-quinone biosynthesis	C18134
map00130:Ubiquinone and other terpenoid-quinone biosynthesis	C18135
map00130:Ubiquinone and other terpenoid-quinone biosynthesis	C19847
map00130:Ubiquinone and other terpenoid-quinone biosynthesis	C19858
map00130:Ubiquinone and other terpenoid-quinone biosynthesis	C19859
map00130:Ubiquinone and other terpenoid-quinone biosynthesis	C20265
map00130:Ubiquinone and other terpenoid-quinone biosynthesis	C20737
map00130:Ubiquinone and other terpenoid-quinone biosynthesis	C20738
map00130:Ubiquinone and other terpenoid-quinone biosynthesis	C20772
map00130:Ubiquinone and other terpenoid-quinone biosynthesis	C20773
map00130:Ubiquinone and other terpenoid-quinone biosynthesis	C21084
map00130:Ubiquinone and other terpenoid-quinone biosynthesis	C21860
map00130:Ubiquinone and other terpenoid-quinone biosynthesis	C22039
map00140:Steroid hormone biosynthesis	C00187
map00140:Steroid hormone biosynthesis	C00280
map00140:Steroid hormone biosynthesis	C00410
map00140:Steroid hormone biosynthesis	C00468
map00140:Steroid hormone biosynthesis	C00523
map00140:Steroid hormone biosynthesis	C00535
map00140:Steroid hormone biosynthesis	C00674
map00140:Steroid hormone biosynthesis	C00735
map00140:Steroid hormone biosynthesis	C00762
map00140:Steroid hormone biosynthesis	C00951
map00140:Steroid hormone biosynthesis	C01124
map00140:Steroid hormone biosynthesis	C01176
map00140:Steroid hormone biosynthesis	C01227
map00140:Steroid hormone biosynthesis	C01780
map00140:Steroid hormone biosynthesis	C01953
map00140:Steroid hormone biosynthesis	C02140
map00140:Steroid hormone biosynthesis	C02373
map00140:Steroid hormone biosynthesis	C02537
map00140:Steroid hormone biosynthesis	C02538
map00140:Steroid hormone biosynthesis	C03205
map00140:Steroid hormone biosynthesis	C03681
map00140:Steroid hormone biosynthesis	C03747
map00140:Steroid hormone biosynthesis	C03772
map00140:Steroid hormone biosynthesis	C03852
map00140:Steroid hormone biosynthesis	C03917
map00140:Steroid hormone biosynthesis	C03935
map00140:Steroid hormone biosynthesis	C04042
map00140:Steroid hormone biosynthesis	C04295
map00140:Steroid hormone biosynthesis	C04373
map00140:Steroid hormone biosynthesis	C04518
map00140:Steroid hormone biosynthesis	C04555
map00140:Steroid hormone biosynthesis	C04676
map00140:Steroid hormone biosynthesis	C05138
map00140:Steroid hormone biosynthesis	C05139
map00140:Steroid hormone biosynthesis	C05140
map00140:Steroid hormone biosynthesis	C05141
map00140:Steroid hormone biosynthesis	C05284
map00140:Steroid hormone biosynthesis	C05285
map00140:Steroid hormone biosynthesis	C05290
map00140:Steroid hormone biosynthesis	C05291
map00140:Steroid hormone biosynthesis	C05293
map00140:Steroid hormone biosynthesis	C05294
map00140:Steroid hormone biosynthesis	C05295
map00140:Steroid hormone biosynthesis	C05296
map00140:Steroid hormone biosynthesis	C05297
map00140:Steroid hormone biosynthesis	C05298
map00140:Steroid hormone biosynthesis	C05299
map00140:Steroid hormone biosynthesis	C05300
map00140:Steroid hormone biosynthesis	C05301
map00140:Steroid hormone biosynthesis	C05302
map00140:Steroid hormone biosynthesis	C05469
map00140:Steroid hormone biosynthesis	C05470
map00140:Steroid hormone biosynthesis	C05471
map00140:Steroid hormone biosynthesis	C05472
map00140:Steroid hormone biosynthesis	C05473
map00140:Steroid hormone biosynthesis	C05474
map00140:Steroid hormone biosynthesis	C05475
map00140:Steroid hormone biosynthesis	C05476
map00140:Steroid hormone biosynthesis	C05477
map00140:Steroid hormone biosynthesis	C05478
map00140:Steroid hormone biosynthesis	C05479
map00140:Steroid hormone biosynthesis	C05480
map00140:Steroid hormone biosynthesis	C05481
map00140:Steroid hormone biosynthesis	C05482
map00140:Steroid hormone biosynthesis	C05483
map00140:Steroid hormone biosynthesis	C05484
map00140:Steroid hormone biosynthesis	C05485
map00140:Steroid hormone biosynthesis	C05487
map00140:Steroid hormone biosynthesis	C05488
map00140:Steroid hormone biosynthesis	C05489
map00140:Steroid hormone biosynthesis	C05490
map00140:Steroid hormone biosynthesis	C05497
map00140:Steroid hormone biosynthesis	C05498
map00140:Steroid hormone biosynthesis	C05499
map00140:Steroid hormone biosynthesis	C05500
map00140:Steroid hormone biosynthesis	C05501
map00140:Steroid hormone biosynthesis	C05502
map00140:Steroid hormone biosynthesis	C05503
map00140:Steroid hormone biosynthesis	C05504
map00140:Steroid hormone biosynthesis	C08357
map00140:Steroid hormone biosynthesis	C08358
map00140:Steroid hormone biosynthesis	C08359
map00140:Steroid hormone biosynthesis	C11131
map00140:Steroid hormone biosynthesis	C11132
map00140:Steroid hormone biosynthesis	C11133
map00140:Steroid hormone biosynthesis	C11134
map00140:Steroid hormone biosynthesis	C11135
map00140:Steroid hormone biosynthesis	C11136
map00140:Steroid hormone biosynthesis	C13712
map00140:Steroid hormone biosynthesis	C13713
map00140:Steroid hormone biosynthesis	C18038
map00140:Steroid hormone biosynthesis	C18039
map00140:Steroid hormone biosynthesis	C18040
map00140:Steroid hormone biosynthesis	C18041
map00140:Steroid hormone biosynthesis	C18042
map00140:Steroid hormone biosynthesis	C18043
map00140:Steroid hormone biosynthesis	C18044
map00140:Steroid hormone biosynthesis	C18045
map00140:Steroid hormone biosynthesis	C18075
map00190:Oxidative phosphorylation	C00001
map00190:Oxidative phosphorylation	C00002
map00190:Oxidative phosphorylation	C00003
map00190:Oxidative phosphorylation	C00004
map00190:Oxidative phosphorylation	C00007
map00190:Oxidative phosphorylation	C00008
map00190:Oxidative phosphorylation	C00009
map00190:Oxidative phosphorylation	C00013
map00190:Oxidative phosphorylation	C00042
map00190:Oxidative phosphorylation	C00061
map00190:Oxidative phosphorylation	C00080
map00190:Oxidative phosphorylation	C00122
map00190:Oxidative phosphorylation	C00390
map00190:Oxidative phosphorylation	C00399
map00190:Oxidative phosphorylation	C00524
map00190:Oxidative phosphorylation	C00536
map00195:Photosynthesis	C00001
map00195:Photosynthesis	C00002
map00195:Photosynthesis	C00005
map00195:Photosynthesis	C00006
map00195:Photosynthesis	C00007
map00195:Photosynthesis	C00008
map00195:Photosynthesis	C00009
map00195:Photosynthesis	C00034
map00195:Photosynthesis	C00080
map00195:Photosynthesis	C02061
map00195:Photosynthesis	C02185
map00220:Arginine biosynthesis	C00011
map00220:Arginine biosynthesis	C00014
map00220:Arginine biosynthesis	C00025
map00220:Arginine biosynthesis	C00026
map00220:Arginine biosynthesis	C00049
map00220:Arginine biosynthesis	C00062
map00220:Arginine biosynthesis	C00064
map00220:Arginine biosynthesis	C00077
map00220:Arginine biosynthesis	C00086
map00220:Arginine biosynthesis	C00122
map00220:Arginine biosynthesis	C00169
map00220:Arginine biosynthesis	C00327
map00220:Arginine biosynthesis	C00437
map00220:Arginine biosynthesis	C00624
map00220:Arginine biosynthesis	C01010
map00220:Arginine biosynthesis	C01250
map00220:Arginine biosynthesis	C03406
map00220:Arginine biosynthesis	C04133
map00220:Arginine biosynthesis	C15532
map00220:Arginine biosynthesis	C20948
map00220:Arginine biosynthesis	C20949
map00220:Arginine biosynthesis	C20950
map00220:Arginine biosynthesis	C20951
map00230:Purine metabolism	C00002
map00230:Purine metabolism	C00008
map00230:Purine metabolism	C00011
map00230:Purine metabolism	C00014
map00230:Purine metabolism	C00020
map00230:Purine metabolism	C00035
map00230:Purine metabolism	C00037
map00230:Purine metabolism	C00039
map00230:Purine metabolism	C00044
map00230:Purine metabolism	C00046
map00230:Purine metabolism	C00048
map00230:Purine metabolism	C00053
map00230:Purine metabolism	C00054
map00230:Purine metabolism	C00059
map00230:Purine metabolism	C00064
map00230:Purine metabolism	C00081
map00230:Purine metabolism	C00086
map00230:Purine metabolism	C00104
map00230:Purine metabolism	C00117
map00230:Purine metabolism	C00119
map00230:Purine metabolism	C00130
map00230:Purine metabolism	C00131
map00230:Purine metabolism	C00144
map00230:Purine metabolism	C00147
map00230:Purine metabolism	C00169
map00230:Purine metabolism	C00206
map00230:Purine metabolism	C00209
map00230:Purine metabolism	C00212
map00230:Purine metabolism	C00224
map00230:Purine metabolism	C00242
map00230:Purine metabolism	C00262
map00230:Purine metabolism	C00286
map00230:Purine metabolism	C00288
map00230:Purine metabolism	C00294
map00230:Purine metabolism	C00301
map00230:Purine metabolism	C00330
map00230:Purine metabolism	C00360
map00230:Purine metabolism	C00361
map00230:Purine metabolism	C00362
map00230:Purine metabolism	C00366
map00230:Purine metabolism	C00385
map00230:Purine metabolism	C00387
map00230:Purine metabolism	C00499
map00230:Purine metabolism	C00559
map00230:Purine metabolism	C00575
map00230:Purine metabolism	C00603
map00230:Purine metabolism	C00620
map00230:Purine metabolism	C00655
map00230:Purine metabolism	C00700
map00230:Purine metabolism	C00802
map00230:Purine metabolism	C00942
map00230:Purine metabolism	C01228
map00230:Purine metabolism	C01260
map00230:Purine metabolism	C01261
map00230:Purine metabolism	C01344
map00230:Purine metabolism	C01345
map00230:Purine metabolism	C01367
map00230:Purine metabolism	C01444
map00230:Purine metabolism	C01762
map00230:Purine metabolism	C02091
map00230:Purine metabolism	C02348
map00230:Purine metabolism	C02350
map00230:Purine metabolism	C02353
map00230:Purine metabolism	C02718
map00230:Purine metabolism	C03090
map00230:Purine metabolism	C03373
map00230:Purine metabolism	C03483
map00230:Purine metabolism	C03614
map00230:Purine metabolism	C03794
map00230:Purine metabolism	C03838
map00230:Purine metabolism	C04051
map00230:Purine metabolism	C04376
map00230:Purine metabolism	C04392
map00230:Purine metabolism	C04494
map00230:Purine metabolism	C04640
map00230:Purine metabolism	C04677
map00230:Purine metabolism	C04734
map00230:Purine metabolism	C04751
map00230:Purine metabolism	C04823
map00230:Purine metabolism	C05239
map00230:Purine metabolism	C05512
map00230:Purine metabolism	C05513
map00230:Purine metabolism	C05515
map00230:Purine metabolism	C05516
map00230:Purine metabolism	C05993
map00230:Purine metabolism	C06193
map00230:Purine metabolism	C06194
map00230:Purine metabolism	C06195
map00230:Purine metabolism	C06196
map00230:Purine metabolism	C06197
map00230:Purine metabolism	C06433
map00230:Purine metabolism	C06435
map00230:Purine metabolism	C11821
map00230:Purine metabolism	C12248
map00230:Purine metabolism	C15667
map00230:Purine metabolism	C22395
map00230:Purine metabolism	C22441
map00230:Purine metabolism	C22442
map00230:Purine metabolism	C22443
map00230:Purine metabolism	C22499
map00230:Purine metabolism	C22500
map00232:Caffeine metabolism	C00048
map00232:Caffeine metabolism	C00385
map00232:Caffeine metabolism	C01762
map00232:Caffeine metabolism	C07130
map00232:Caffeine metabolism	C07480
map00232:Caffeine metabolism	C07481
map00232:Caffeine metabolism	C13747
map00232:Caffeine metabolism	C16352
map00232:Caffeine metabolism	C16353
map00232:Caffeine metabolism	C16355
map00232:Caffeine metabolism	C16356
map00232:Caffeine metabolism	C16357
map00232:Caffeine metabolism	C16358
map00232:Caffeine metabolism	C16359
map00232:Caffeine metabolism	C16360
map00232:Caffeine metabolism	C16361
map00232:Caffeine metabolism	C16362
map00232:Caffeine metabolism	C16363
map00232:Caffeine metabolism	C16364
map00232:Caffeine metabolism	C16365
map00232:Caffeine metabolism	C16366
map00232:Caffeine metabolism	C21144
map00240:Pyrimidine metabolism	C00015
map00240:Pyrimidine metabolism	C00039
map00240:Pyrimidine metabolism	C00046
map00240:Pyrimidine metabolism	C00055
map00240:Pyrimidine metabolism	C00063
map00240:Pyrimidine metabolism	C00064
map00240:Pyrimidine metabolism	C00075
map00240:Pyrimidine metabolism	C00086
map00240:Pyrimidine metabolism	C00099
map00240:Pyrimidine metabolism	C00105
map00240:Pyrimidine metabolism	C00106
map00240:Pyrimidine metabolism	C00112
map00240:Pyrimidine metabolism	C00119
map00240:Pyrimidine metabolism	C00169
map00240:Pyrimidine metabolism	C00178
map00240:Pyrimidine metabolism	C00214
map00240:Pyrimidine metabolism	C00222
map00240:Pyrimidine metabolism	C00239
map00240:Pyrimidine metabolism	C00295
map00240:Pyrimidine metabolism	C00299
map00240:Pyrimidine metabolism	C00337
map00240:Pyrimidine metabolism	C00363
map00240:Pyrimidine metabolism	C00364
map00240:Pyrimidine metabolism	C00365
map00240:Pyrimidine metabolism	C00380
map00240:Pyrimidine metabolism	C00383
map00240:Pyrimidine metabolism	C00429
